survey_year,type,plot_code,taxa_code,scientific_name,pct_cover,zone
1990,SIL,SIL-04,BARESUB,Substrate,8,Zone I
1990,SIL,SIL-04,OTHPLA,Algae/plants,47,Zone I
1990,SIL,SIL-04,SILCOM,Silvetia compressa,45,Zone I
1990,SIL,SIL-05,BARESUB,Substrate,38,Zone I
1990,SIL,SIL-05,OTHPLA,Algae/plants,18,Zone I
1990,SIL,SIL-05,SILCOM,Silvetia compressa,44,Zone I
1991,CHT,CHT-01,BARESUB,Substrate,38,Zone I
1991,CHT,CHT-01,CHTBAL,Balanus/Chthamalus,29,Zone I
1991,CHT,CHT-01,MYTCAL,Mytilus,1,Zone I
1991,CHT,CHT-01,OTHANI,Animals,13,Zone I
1991,CHT,CHT-01,OTHPLA,Algae/plants,3,Zone I
1991,CHT,CHT-01,TETRUB,Tetraclita rubescens,16,Zone I
1991,CHT,CHT-02,BARESUB,Substrate,58,Zone I
1991,CHT,CHT-02,CHTBAL,Balanus/Chthamalus,29,Zone I
1991,CHT,CHT-02,OTHANI,Animals,3,Zone I
1991,CHT,CHT-02,TETRUB,Tetraclita rubescens,10,Zone I
1991,CHT,CHT-03,BARESUB,Substrate,3,Zone I
1991,CHT,CHT-03,MYTCAL,Mytilus,3,Zone I
1991,CHT,CHT-03,OTHANI,Animals,15,Zone I
1991,CHT,CHT-03,OTHPLA,Algae/plants,63,Zone I
1991,CHT,CHT-03,TETRUB,Tetraclita rubescens,16,Zone I
1991,CHT,CHT-04,BARESUB,Substrate,34,Zone I
1991,CHT,CHT-04,OTHANI,Animals,4,Zone I
1991,CHT,CHT-04,OTHPLA,Algae/plants,40,Zone I
1991,CHT,CHT-04,POLPOL,Pollicipes polymerus,5,Zone I
1991,CHT,CHT-04,TETRUB,Tetraclita rubescens,17,Zone I
1991,CHT,CHT-05,BARESUB,Substrate,64,Zone I
1991,CHT,CHT-05,OTHPLA,Algae/plants,18,Zone I
1991,CHT,CHT-05,POLPOL,Pollicipes polymerus,11,Zone I
1991,CHT,CHT-05,TETRUB,Tetraclita rubescens,7,Zone I
1991,MYT,MYT-01,BARESUB,Substrate,39,Zone I
1991,MYT,MYT-01,MYTCAL,Mytilus,7,Zone I
1991,MYT,MYT-01,OTHPLA,Algae/plants,39,Zone I
1991,MYT,MYT-01,POLPOL,Pollicipes polymerus,15,Zone I
1991,MYT,MYT-02,BARESUB,Substrate,35,Zone I
1991,MYT,MYT-02,MYTCAL,Mytilus,13,Zone I
1991,MYT,MYT-02,OTHANI,Animals,16,Zone I
1991,MYT,MYT-02,OTHPLA,Algae/plants,35,Zone I
1991,MYT,MYT-02,TETRUB,Tetraclita rubescens,1,Zone I
1991,MYT,MYT-03,BARESUB,Substrate,41,Zone I
1991,MYT,MYT-03,MYTCAL,Mytilus,15,Zone I
1991,MYT,MYT-03,OTHPLA,Algae/plants,19,Zone I
1991,MYT,MYT-03,POLPOL,Pollicipes polymerus,25,Zone I
1991,MYT,MYT-04,BARESUB,Substrate,26,Zone I
1991,MYT,MYT-04,OTHANI,Animals,3,Zone I
1991,MYT,MYT-04,OTHPLA,Algae/plants,68,Zone I
1991,MYT,MYT-04,TETRUB,Tetraclita rubescens,3,Zone I
1991,MYT,MYT-05,BARESUB,Substrate,41,Zone I
1991,MYT,MYT-05,MYTCAL,Mytilus,9,Zone I
1991,MYT,MYT-05,OTHANI,Animals,1,Zone I
1991,MYT,MYT-05,OTHPLA,Algae/plants,36,Zone I
1991,MYT,MYT-05,POLPOL,Pollicipes polymerus,13,Zone I
1991,SIL,SIL-01,OTHPLA,Algae/plants,27,Zone I
1991,SIL,SIL-01,SILCOM,Silvetia compressa,73,Zone I
1991,SIL,SIL-02,BARESUB,Substrate,13,Zone I
1991,SIL,SIL-02,OTHPLA,Algae/plants,3,Zone I
1991,SIL,SIL-02,SILCOM,Silvetia compressa,84,Zone I
1991,SIL,SIL-03,OTHPLA,Algae/plants,7,Zone I
1991,SIL,SIL-03,SILCOM,Silvetia compressa,93,Zone I
1991,SIL,SIL-04,BARESUB,Substrate,9,Zone I
1991,SIL,SIL-04,OTHPLA,Algae/plants,33,Zone I
1991,SIL,SIL-04,SILCOM,Silvetia compressa,58,Zone I
1991,SIL,SIL-05,BARESUB,Substrate,17,Zone I
1991,SIL,SIL-05,OTHPLA,Algae/plants,5,Zone I
1991,SIL,SIL-05,SILCOM,Silvetia compressa,78,Zone I
1992,CHT,CHT-01,BARESUB,Substrate,45,Zone I
1992,CHT,CHT-01,CHTBAL,Balanus/Chthamalus,5,Zone I
1992,CHT,CHT-01,OTHANI,Animals,4,Zone I
1992,CHT,CHT-01,OTHPLA,Algae/plants,14,Zone I
1992,CHT,CHT-01,TETRUB,Tetraclita rubescens,32,Zone I
1992,CHT,CHT-02,BARESUB,Substrate,70,Zone I
1992,CHT,CHT-02,OTHANI,Animals,11,Zone I
1992,CHT,CHT-02,OTHPLA,Algae/plants,13,Zone I
1992,CHT,CHT-02,SILCOM,Silvetia compressa,1,Zone I
1992,CHT,CHT-02,TETRUB,Tetraclita rubescens,5,Zone I
1992,CHT,CHT-03,BARESUB,Substrate,2,Zone I
1992,CHT,CHT-03,CHTBAL,Balanus/Chthamalus,2,Zone I
1992,CHT,CHT-03,MYTCAL,Mytilus,7,Zone I
1992,CHT,CHT-03,OTHANI,Animals,1,Zone I
1992,CHT,CHT-03,OTHPLA,Algae/plants,75,Zone I
1992,CHT,CHT-03,TETRUB,Tetraclita rubescens,13,Zone I
1992,CHT,CHT-04,BARESUB,Substrate,29,Zone I
1992,CHT,CHT-04,MYTCAL,Mytilus,1,Zone I
1992,CHT,CHT-04,OTHANI,Animals,2,Zone I
1992,CHT,CHT-04,OTHPLA,Algae/plants,56,Zone I
1992,CHT,CHT-04,POLPOL,Pollicipes polymerus,4,Zone I
1992,CHT,CHT-04,TETRUB,Tetraclita rubescens,8,Zone I
1992,CHT,CHT-05,BARESUB,Substrate,67,Zone I
1992,CHT,CHT-05,MYTCAL,Mytilus,1,Zone I
1992,CHT,CHT-05,OTHPLA,Algae/plants,18,Zone I
1992,CHT,CHT-05,POLPOL,Pollicipes polymerus,6,Zone I
1992,CHT,CHT-05,TETRUB,Tetraclita rubescens,8,Zone I
1992,MYT,MYT-01,BARESUB,Substrate,46,Zone I
1992,MYT,MYT-01,MYTCAL,Mytilus,6,Zone I
1992,MYT,MYT-01,OTHPLA,Algae/plants,24,Zone I
1992,MYT,MYT-01,POLPOL,Pollicipes polymerus,24,Zone I
1992,MYT,MYT-02,BARESUB,Substrate,28,Zone I
1992,MYT,MYT-02,MYTCAL,Mytilus,10,Zone I
1992,MYT,MYT-02,OTHANI,Animals,24,Zone I
1992,MYT,MYT-02,OTHPLA,Algae/plants,38,Zone I
1992,MYT,MYT-03,BARESUB,Substrate,42,Zone I
1992,MYT,MYT-03,MYTCAL,Mytilus,18,Zone I
1992,MYT,MYT-03,OTHPLA,Algae/plants,18,Zone I
1992,MYT,MYT-03,POLPOL,Pollicipes polymerus,22,Zone I
1992,MYT,MYT-04,BARESUB,Substrate,23,Zone I
1992,MYT,MYT-04,MYTCAL,Mytilus,1,Zone I
1992,MYT,MYT-04,OTHPLA,Algae/plants,76,Zone I
1992,MYT,MYT-05,BARESUB,Substrate,46,Zone I
1992,MYT,MYT-05,MYTCAL,Mytilus,7,Zone I
1992,MYT,MYT-05,OTHANI,Animals,6,Zone I
1992,MYT,MYT-05,OTHPLA,Algae/plants,28,Zone I
1992,MYT,MYT-05,POLPOL,Pollicipes polymerus,13,Zone I
1992,SIL,SIL-01,BARESUB,Substrate,6,Zone I
1992,SIL,SIL-01,OTHPLA,Algae/plants,67,Zone I
1992,SIL,SIL-01,SILCOM,Silvetia compressa,27,Zone I
1992,SIL,SIL-02,BARESUB,Substrate,4,Zone I
1992,SIL,SIL-02,OTHPLA,Algae/plants,32,Zone I
1992,SIL,SIL-02,SILCOM,Silvetia compressa,64,Zone I
1992,SIL,SIL-03,BARESUB,Substrate,3,Zone I
1992,SIL,SIL-03,OTHPLA,Algae/plants,32,Zone I
1992,SIL,SIL-03,SILCOM,Silvetia compressa,65,Zone I
1992,SIL,SIL-04,BARESUB,Substrate,1,Zone I
1992,SIL,SIL-04,OTHPLA,Algae/plants,47,Zone I
1992,SIL,SIL-04,SILCOM,Silvetia compressa,52,Zone I
1992,SIL,SIL-05,BARESUB,Substrate,47,Zone I
1992,SIL,SIL-05,CHTBAL,Balanus/Chthamalus,1,Zone I
1992,SIL,SIL-05,OTHPLA,Algae/plants,8,Zone I
1992,SIL,SIL-05,SILCOM,Silvetia compressa,44,Zone I
1993,CHT,CHT-01,BARESUB,Substrate,42,Zone I
1993,CHT,CHT-01,CHTBAL,Balanus/Chthamalus,10,Zone I
1993,CHT,CHT-01,OTHANI,Animals,1,Zone I
1993,CHT,CHT-01,OTHPLA,Algae/plants,26,Zone I
1993,CHT,CHT-01,TETRUB,Tetraclita rubescens,21,Zone I
1993,CHT,CHT-02,BARESUB,Substrate,62,Zone I
1993,CHT,CHT-02,CHTBAL,Balanus/Chthamalus,9,Zone I
1993,CHT,CHT-02,OTHPLA,Algae/plants,13,Zone I
1993,CHT,CHT-02,SILCOM,Silvetia compressa,14,Zone I
1993,CHT,CHT-02,TETRUB,Tetraclita rubescens,2,Zone I
1993,CHT,CHT-03,BARESUB,Substrate,5,Zone I
1993,CHT,CHT-03,CHTBAL,Balanus/Chthamalus,13,Zone I
1993,CHT,CHT-03,MYTCAL,Mytilus,13,Zone I
1993,CHT,CHT-03,OTHANI,Animals,1,Zone I
1993,CHT,CHT-03,OTHPLA,Algae/plants,68,Zone I
1993,CHT,CHT-04,BARESUB,Substrate,19,Zone I
1993,CHT,CHT-04,OTHANI,Animals,2,Zone I
1993,CHT,CHT-04,OTHPLA,Algae/plants,76,Zone I
1993,CHT,CHT-04,POLPOL,Pollicipes polymerus,2,Zone I
1993,CHT,CHT-04,TETRUB,Tetraclita rubescens,1,Zone I
1993,CHT,CHT-05,BARESUB,Substrate,62,Zone I
1993,CHT,CHT-05,OTHANI,Animals,5,Zone I
1993,CHT,CHT-05,OTHPLA,Algae/plants,29,Zone I
1993,CHT,CHT-05,POLPOL,Pollicipes polymerus,1,Zone I
1993,CHT,CHT-05,TETRUB,Tetraclita rubescens,3,Zone I
1993,MYT,MYT-01,BARESUB,Substrate,27,Zone I
1993,MYT,MYT-01,MYTCAL,Mytilus,9,Zone I
1993,MYT,MYT-01,OTHPLA,Algae/plants,38,Zone I
1993,MYT,MYT-01,POLPOL,Pollicipes polymerus,26,Zone I
1993,MYT,MYT-02,BARESUB,Substrate,20,Zone I
1993,MYT,MYT-02,MYTCAL,Mytilus,12,Zone I
1993,MYT,MYT-02,OTHANI,Animals,31,Zone I
1993,MYT,MYT-02,OTHPLA,Algae/plants,37,Zone I
1993,MYT,MYT-03,BARESUB,Substrate,28,Zone I
1993,MYT,MYT-03,MYTCAL,Mytilus,34,Zone I
1993,MYT,MYT-03,OTHPLA,Algae/plants,13,Zone I
1993,MYT,MYT-03,POLPOL,Pollicipes polymerus,24,Zone I
1993,MYT,MYT-03,TETRUB,Tetraclita rubescens,1,Zone I
1993,MYT,MYT-04,BARESUB,Substrate,22,Zone I
1993,MYT,MYT-04,CHTBAL,Balanus/Chthamalus,2,Zone I
1993,MYT,MYT-04,MYTCAL,Mytilus,1,Zone I
1993,MYT,MYT-04,OTHANI,Animals,1,Zone I
1993,MYT,MYT-04,OTHPLA,Algae/plants,74,Zone I
1993,MYT,MYT-05,BARESUB,Substrate,37,Zone I
1993,MYT,MYT-05,CHTBAL,Balanus/Chthamalus,1,Zone I
1993,MYT,MYT-05,MYTCAL,Mytilus,7,Zone I
1993,MYT,MYT-05,OTHANI,Animals,2,Zone I
1993,MYT,MYT-05,OTHPLA,Algae/plants,37,Zone I
1993,MYT,MYT-05,POLPOL,Pollicipes polymerus,15,Zone I
1993,MYT,MYT-05,TETRUB,Tetraclita rubescens,1,Zone I
1993,SIL,SIL-01,OTHPLA,Algae/plants,60,Zone I
1993,SIL,SIL-01,SILCOM,Silvetia compressa,40,Zone I
1993,SIL,SIL-02,BARESUB,Substrate,13,Zone I
1993,SIL,SIL-02,OTHPLA,Algae/plants,16,Zone I
1993,SIL,SIL-02,SILCOM,Silvetia compressa,71,Zone I
1993,SIL,SIL-03,BARESUB,Substrate,2,Zone I
1993,SIL,SIL-03,OTHPLA,Algae/plants,26,Zone I
1993,SIL,SIL-03,SILCOM,Silvetia compressa,72,Zone I
1993,SIL,SIL-04,BARESUB,Substrate,6,Zone I
1993,SIL,SIL-04,OTHPLA,Algae/plants,26,Zone I
1993,SIL,SIL-04,SILCOM,Silvetia compressa,68,Zone I
1993,SIL,SIL-05,BARESUB,Substrate,27,Zone I
1993,SIL,SIL-05,CHTBAL,Balanus/Chthamalus,4,Zone I
1993,SIL,SIL-05,OTHANI,Animals,1,Zone I
1993,SIL,SIL-05,OTHPLA,Algae/plants,22,Zone I
1993,SIL,SIL-05,SILCOM,Silvetia compressa,46,Zone I
1994,CHT,CHT-01,BARESUB,Substrate,29,Zone I
1994,CHT,CHT-01,CHTBAL,Balanus/Chthamalus,5,Zone I
1994,CHT,CHT-01,OTHANI,Animals,1,Zone I
1994,CHT,CHT-01,OTHPLA,Algae/plants,51,Zone I
1994,CHT,CHT-01,TETRUB,Tetraclita rubescens,14,Zone I
1994,CHT,CHT-02,BARESUB,Substrate,33,Zone I
1994,CHT,CHT-02,CHTBAL,Balanus/Chthamalus,20,Zone I
1994,CHT,CHT-02,OTHPLA,Algae/plants,44,Zone I
1994,CHT,CHT-02,SILCOM,Silvetia compressa,1,Zone I
1994,CHT,CHT-02,TETRUB,Tetraclita rubescens,2,Zone I
1994,CHT,CHT-03,BARESUB,Substrate,2,Zone I
1994,CHT,CHT-03,MYTCAL,Mytilus,4,Zone I
1994,CHT,CHT-03,OTHPLA,Algae/plants,94,Zone I
1994,CHT,CHT-04,BARESUB,Substrate,43,Zone I
1994,CHT,CHT-04,CHTBAL,Balanus/Chthamalus,14,Zone I
1994,CHT,CHT-04,OTHPLA,Algae/plants,38,Zone I
1994,CHT,CHT-04,TETRUB,Tetraclita rubescens,5,Zone I
1994,CHT,CHT-05,BARESUB,Substrate,54,Zone I
1994,CHT,CHT-05,CHTBAL,Balanus/Chthamalus,5,Zone I
1994,CHT,CHT-05,MYTCAL,Mytilus,4,Zone I
1994,CHT,CHT-05,OTHANI,Animals,3,Zone I
1994,CHT,CHT-05,OTHPLA,Algae/plants,30,Zone I
1994,CHT,CHT-05,TETRUB,Tetraclita rubescens,4,Zone I
1994,MYT,MYT-01,BARESUB,Substrate,31,Zone I
1994,MYT,MYT-01,CHTBAL,Balanus/Chthamalus,2,Zone I
1994,MYT,MYT-01,MYTCAL,Mytilus,4,Zone I
1994,MYT,MYT-01,OTHANI,Animals,3,Zone I
1994,MYT,MYT-01,OTHPLA,Algae/plants,31,Zone I
1994,MYT,MYT-01,POLPOL,Pollicipes polymerus,29,Zone I
1994,MYT,MYT-02,BARESUB,Substrate,32,Zone I
1994,MYT,MYT-02,MYTCAL,Mytilus,13,Zone I
1994,MYT,MYT-02,OTHANI,Animals,1,Zone I
1994,MYT,MYT-02,OTHPLA,Algae/plants,36,Zone I
1994,MYT,MYT-02,POLPOL,Pollicipes polymerus,18,Zone I
1994,MYT,MYT-03,BARESUB,Substrate,26,Zone I
1994,MYT,MYT-03,CHTBAL,Balanus/Chthamalus,1,Zone I
1994,MYT,MYT-03,MYTCAL,Mytilus,38,Zone I
1994,MYT,MYT-03,OTHPLA,Algae/plants,14,Zone I
1994,MYT,MYT-03,POLPOL,Pollicipes polymerus,21,Zone I
1994,MYT,MYT-04,BARESUB,Substrate,24,Zone I
1994,MYT,MYT-04,CHTBAL,Balanus/Chthamalus,2,Zone I
1994,MYT,MYT-04,OTHPLA,Algae/plants,74,Zone I
1994,MYT,MYT-05,BARESUB,Substrate,51,Zone I
1994,MYT,MYT-05,CHTBAL,Balanus/Chthamalus,5,Zone I
1994,MYT,MYT-05,MYTCAL,Mytilus,6,Zone I
1994,MYT,MYT-05,OTHANI,Animals,1,Zone I
1994,MYT,MYT-05,OTHPLA,Algae/plants,30,Zone I
1994,MYT,MYT-05,POLPOL,Pollicipes polymerus,7,Zone I
1994,SIL,SIL-01,BARESUB,Substrate,2,Zone I
1994,SIL,SIL-01,OTHPLA,Algae/plants,70,Zone I
1994,SIL,SIL-01,SILCOM,Silvetia compressa,28,Zone I
1994,SIL,SIL-02,BARESUB,Substrate,11,Zone I
1994,SIL,SIL-02,OTHPLA,Algae/plants,10,Zone I
1994,SIL,SIL-02,SILCOM,Silvetia compressa,79,Zone I
1994,SIL,SIL-03,BARESUB,Substrate,3,Zone I
1994,SIL,SIL-03,CHTBAL,Balanus/Chthamalus,1,Zone I
1994,SIL,SIL-03,OTHPLA,Algae/plants,37,Zone I
1994,SIL,SIL-03,SILCOM,Silvetia compressa,59,Zone I
1994,SIL,SIL-05,BARESUB,Substrate,44,Zone I
1994,SIL,SIL-05,CHTBAL,Balanus/Chthamalus,2,Zone I
1994,SIL,SIL-05,OTHPLA,Algae/plants,16,Zone I
1994,SIL,SIL-05,SILCOM,Silvetia compressa,38,Zone I
1995,CHT,CHT-01,BARESUB,Substrate,64,Zone I
1995,CHT,CHT-01,CHTBAL,Balanus/Chthamalus,6,Zone I
1995,CHT,CHT-01,OTHPLA,Algae/plants,19,Zone I
1995,CHT,CHT-01,TETRUB,Tetraclita rubescens,11,Zone I
1995,CHT,CHT-02,BARESUB,Substrate,67,Zone I
1995,CHT,CHT-02,CHTBAL,Balanus/Chthamalus,14,Zone I
1995,CHT,CHT-02,OTHPLA,Algae/plants,17,Zone I
1995,CHT,CHT-02,TETRUB,Tetraclita rubescens,2,Zone I
1995,CHT,CHT-03,BARESUB,Substrate,2,Zone I
1995,CHT,CHT-03,MYTCAL,Mytilus,7,Zone I
1995,CHT,CHT-03,OTHPLA,Algae/plants,90,Zone I
1995,CHT,CHT-03,TETRUB,Tetraclita rubescens,1,Zone I
1995,CHT,CHT-04,BARESUB,Substrate,25,Zone I
1995,CHT,CHT-04,MYTCAL,Mytilus,1,Zone I
1995,CHT,CHT-04,OTHANI,Animals,2,Zone I
1995,CHT,CHT-04,OTHPLA,Algae/plants,71,Zone I
1995,CHT,CHT-04,TETRUB,Tetraclita rubescens,1,Zone I
1995,CHT,CHT-05,BARESUB,Substrate,72,Zone I
1995,CHT,CHT-05,OTHANI,Animals,5,Zone I
1995,CHT,CHT-05,OTHPLA,Algae/plants,20,Zone I
1995,CHT,CHT-05,SILCOM,Silvetia compressa,1,Zone I
1995,CHT,CHT-05,TETRUB,Tetraclita rubescens,2,Zone I
1995,MYT,MYT-01,BARESUB,Substrate,27,Zone I
1995,MYT,MYT-01,MYTCAL,Mytilus,8,Zone I
1995,MYT,MYT-01,OTHANI,Animals,4,Zone I
1995,MYT,MYT-01,OTHPLA,Algae/plants,40,Zone I
1995,MYT,MYT-01,POLPOL,Pollicipes polymerus,21,Zone I
1995,MYT,MYT-02,BARESUB,Substrate,37,Zone I
1995,MYT,MYT-02,MYTCAL,Mytilus,15,Zone I
1995,MYT,MYT-02,OTHPLA,Algae/plants,29,Zone I
1995,MYT,MYT-02,POLPOL,Pollicipes polymerus,19,Zone I
1995,MYT,MYT-03,BARESUB,Substrate,30,Zone I
1995,MYT,MYT-03,MYTCAL,Mytilus,39,Zone I
1995,MYT,MYT-03,OTHANI,Animals,1,Zone I
1995,MYT,MYT-03,OTHPLA,Algae/plants,8,Zone I
1995,MYT,MYT-03,POLPOL,Pollicipes polymerus,22,Zone I
1995,MYT,MYT-04,BARESUB,Substrate,17,Zone I
1995,MYT,MYT-04,OTHANI,Animals,1,Zone I
1995,MYT,MYT-04,OTHPLA,Algae/plants,82,Zone I
1995,MYT,MYT-05,BARESUB,Substrate,11,Zone I
1995,MYT,MYT-05,CHTBAL,Balanus/Chthamalus,3,Zone I
1995,MYT,MYT-05,MYTCAL,Mytilus,6,Zone I
1995,MYT,MYT-05,OTHANI,Animals,1,Zone I
1995,MYT,MYT-05,OTHPLA,Algae/plants,78,Zone I
1995,MYT,MYT-05,POLPOL,Pollicipes polymerus,1,Zone I
1995,POL,POL-01,BARESUB,Substrate,84,Zone I
1995,POL,POL-01,CHTBAL,Balanus/Chthamalus,2,Zone I
1995,POL,POL-01,OTHPLA,Algae/plants,12,Zone I
1995,POL,POL-01,POLPOL,Pollicipes polymerus,1,Zone I
1995,POL,POL-01,SILCOM,Silvetia compressa,1,Zone I
1995,POL,POL-02,BARESUB,Substrate,89,Zone I
1995,POL,POL-02,CHTBAL,Balanus/Chthamalus,2,Zone I
1995,POL,POL-02,OTHANI,Animals,2,Zone I
1995,POL,POL-02,OTHPLA,Algae/plants,2,Zone I
1995,POL,POL-02,POLPOL,Pollicipes polymerus,5,Zone I
1995,POL,POL-03,BARESUB,Substrate,85,Zone I
1995,POL,POL-03,OTHANI,Animals,1,Zone I
1995,POL,POL-03,OTHPLA,Algae/plants,4,Zone I
1995,POL,POL-03,POLPOL,Pollicipes polymerus,10,Zone I
1995,POL,POL-04,BARESUB,Substrate,86,Zone I
1995,POL,POL-04,CHTBAL,Balanus/Chthamalus,3,Zone I
1995,POL,POL-04,POLPOL,Pollicipes polymerus,11,Zone I
1995,POL,POL-05,BARESUB,Substrate,90,Zone I
1995,POL,POL-05,OTHPLA,Algae/plants,3,Zone I
1995,POL,POL-05,POLPOL,Pollicipes polymerus,7,Zone I
1995,SIL,SIL-01,BARESUB,Substrate,5,Zone I
1995,SIL,SIL-01,OTHPLA,Algae/plants,59,Zone I
1995,SIL,SIL-01,SILCOM,Silvetia compressa,35,Zone I
1995,SIL,SIL-01,TETRUB,Tetraclita rubescens,1,Zone I
1995,SIL,SIL-02,BARESUB,Substrate,10,Zone I
1995,SIL,SIL-02,OTHANI,Animals,1,Zone I
1995,SIL,SIL-02,OTHPLA,Algae/plants,20,Zone I
1995,SIL,SIL-02,SILCOM,Silvetia compressa,69,Zone I
1995,SIL,SIL-03,BARESUB,Substrate,1,Zone I
1995,SIL,SIL-03,OTHPLA,Algae/plants,28,Zone I
1995,SIL,SIL-03,SILCOM,Silvetia compressa,71,Zone I
1995,SIL,SIL-04,BARESUB,Substrate,1,Zone I
1995,SIL,SIL-04,OTHPLA,Algae/plants,25,Zone I
1995,SIL,SIL-04,SILCOM,Silvetia compressa,74,Zone I
1995,SIL,SIL-05,BARESUB,Substrate,33,Zone I
1995,SIL,SIL-05,CHTBAL,Balanus/Chthamalus,2,Zone I
1995,SIL,SIL-05,OTHPLA,Algae/plants,9,Zone I
1995,SIL,SIL-05,SILCOM,Silvetia compressa,56,Zone I
1996,CHT,CHT-01,BARESUB,Substrate,59,Zone I
1996,CHT,CHT-01,CHTBAL,Balanus/Chthamalus,19,Zone I
1996,CHT,CHT-01,OTHPLA,Algae/plants,16,Zone I
1996,CHT,CHT-01,TETRUB,Tetraclita rubescens,6,Zone I
1996,CHT,CHT-02,BARESUB,Substrate,56,Zone I
1996,CHT,CHT-02,CHTBAL,Balanus/Chthamalus,33,Zone I
1996,CHT,CHT-02,OTHPLA,Algae/plants,9,Zone I
1996,CHT,CHT-02,TETRUB,Tetraclita rubescens,2,Zone I
1996,CHT,CHT-03,BARESUB,Substrate,2,Zone I
1996,CHT,CHT-03,MYTCAL,Mytilus,8,Zone I
1996,CHT,CHT-03,OTHANI,Animals,1,Zone I
1996,CHT,CHT-03,OTHPLA,Algae/plants,89,Zone I
1996,CHT,CHT-04,BARESUB,Substrate,44,Zone I
1996,CHT,CHT-04,OTHANI,Animals,4,Zone I
1996,CHT,CHT-04,OTHPLA,Algae/plants,49,Zone I
1996,CHT,CHT-04,TETRUB,Tetraclita rubescens,3,Zone I
1996,CHT,CHT-05,BARESUB,Substrate,80,Zone I
1996,CHT,CHT-05,OTHANI,Animals,7,Zone I
1996,CHT,CHT-05,OTHPLA,Algae/plants,12,Zone I
